unit_index,kind,name,source_path,source_sha256,oracle_compile,oracle_run,oracle_exit,candidate_prepare,candidate_run,candidate_exit,raw_stdout,canonical_stdout,generated_files,exit_status,verdict_counts,final_classification,reason_code,nondeterministic,first_failure_line
232,"COBOL","NC122A","NC122A.cob",02f7456ad0b1223e82b970ddfafbe203e4ff320adaa1aba5337be30efac37845,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_SUBSCRIPT_INDEX2_NOT_INTEGER",no,"cobrun: unsupported: subscript 'INDEX2 + 1' is not an integer"
233,"COBOL","NC123A","NC123A.cob",2842b0f7e04101c4bd864c2430de9393a24234d9cac6ea83cffe8dcf2d4c79cf,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_TABLE2_NUM_INDEX2",no,"cobrun: undefined data name: TABLE2-NUM(INDEX2)"
234,"COBOL","NC124A","NC124A.cob",c5e78c69f26db8ae691139018004fb1d052a24245ff85d33525f2d76a1bcfc57,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNSUPPORTED_LEVEL_NUMBER",no,"cobrun: unsupported: unsupported level number ++"
235,"COBOL","NC125A","NC125A.cob",803cd6e5dc232de597a9685cbc5f6e658102c5de753115ca73ec4d75d573d595,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
236,"COBOL","NC126A","NC126A.cob",6bc0eac4d6de536a04cf47fee9615c27bfce5c0059f7db8eb80cf70c40674c17,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PIC_XBXBXBX_UNSUPPORTEDSYMBOL",no,"cobrun: unsupported: PIC XBXBXBX: UnsupportedSymbol('X')"
237,"COBOL","NC127A","NC127A.cob",46f3655500f980cf65165babcc39cb6daa101d4088ae629fa1d85813eeca881a,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
238,"COBOL","NC131A","NC131A.cob",fe94ad49d7ee4e2d1ed4287b58ee4d39d34ea30edb978e4f1917e36a45e7f5b7,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
239,"COBOL","NC132A","NC132A.cob",99acc7556e0744f5fd63910e1860d62675b5b10534d798807665b8b7a5f602b6,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_ENTRY",no,"cobrun: undefined data name: ENTRY-C(1)"
240,"COBOL","NC133A","NC133A.cob",498ba982fce96e372cba8847dc8fdaa179a9bae04a2eafd91aeb71d12a30ee6b,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
241,"COBOL","NC134A","NC134A.cob",00ca371f4d1387665399880307e1ad5591195f0229966709c3733cec306f469f,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_YEAR",no,"cobrun: unsupported: not a numeric literal: YEAR-1(1 1)"
242,"COBOL","NC135A","NC135A.cob",91fd9cbde6a57919dee4a95b4b7da8661aead05e3447b3cb8233eddb2014fe3e,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_INXEX2",no,"cobrun: undefined data name: INXEX2"
243,"COBOL","NC136A","NC136A.cob",3d88507898dcf1e1203f10c4b2158591f2ffeec7ff70c6098f1959a3411e2d03,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
244,"COBOL","NC137A","NC137A.cob",20577514b90a67f8bd351b7a968ae2b4bc12645894927afac8e1af4a4e148713,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_IDX",no,"cobrun: undefined data name: IDX-2"
245,"COBOL","NC138A","NC138A.cob",8ba0001b25a10d4b649bac23c2a1234751a6cfe72759a59f43b894c62422876f,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_SUBSCRIPT_NOT_INTEGER",no,"cobrun: unsupported: subscript 'S1 ' is not an integer"
246,"COBOL","NC139A","NC139A.cob",a24da5d80fb4ee85ce5a99145b4089df95f3e04cb1fc475b47ff270dfd758155,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_SUBSCRIPT_IN1_NOT_INTEGER",no,"cobrun: unsupported: subscript 'IN1 + 1' is not an integer"
247,"COBOL","NC140A","NC140A.cob",1d5c848e0f42fcf585abe00fdc67c6d52bbccc597a355a8d19d12e89e0bbbcc6,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
248,"COBOL","NC141A","NC141A.cob",26d7b89faa7a40d2a809d146835ae75a7a6618f5c4f0fb8a569e3fbb9ec9545c,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_SET_TABLE2_REC_INDEX2_NOT_INTEGER",no,"cobrun: unsupported: SET ... BY TABLE2-REC(INDEX2): not an integer"
249,"COBOL","NC170A","NC170A.cob",314bbed836cad8fab1726e1431486f18ebfed9896ba703654986182804d8bca5,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
250,"COBOL","NC171A","NC171A.cob",828c4f92986c837e803d0786d2441e676a9ff5528960c25c56588ddf2131f80b,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
251,"COBOL","NC172A","NC172A.cob",3ff29ac24c2d90912f768672d77a490dae92be2d9b49acd62d8a648601b6cd75,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
252,"COBOL","NC173A","NC173A.cob",1e52e658e098e7fa35bd5d397e3e2b24ff71317deaadc425e157342012d365f7,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
253,"COBOL","NC174A","NC174A.cob",adb35ccfe2a85e7acd8e8b90d3e935b34d53267a19a83c1ef2e5d8d63d4ffb53,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PIC_ABABX0A_UNSUPPORTEDSYMBOL",no,"cobrun: unsupported: PIC ABABX0A: UnsupportedSymbol('A')"
254,"COBOL","NC175A","NC175A.cob",2c550f445945ecd7fc1beeea696786e7679ada3a6d857ca5df126a2f091c247c,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_ZERO",no,"cobrun: unsupported: not a numeric literal: ZERO"
255,"COBOL","NC176A","NC176A.cob",444507c1e1005c0b6b158687569b327f94d0e37784ceda34d7c28d7d0e8e07e3,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_WRK_2V1",no,"cobrun: unsupported: not a numeric literal: WRK-DU-2V1-1,"
256,"COBOL","NC177A","NC177A.cob",f63daa5f7f3cb651bc2aefda894e68aaaf53d8698c10fd1338bb8de5381c4079,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_ZERO",no,"cobrun: unsupported: not a numeric literal: ZERO"
257,"COBOL","NC201A","NC201A.cob",b501d5920b27f4c2750d99c945c0625ef4eab0a168c5446cf71ddd2c3371a278,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_ALL",no,"cobrun: unsupported: not a numeric literal: ALL"
258,"COBOL","NC202A","NC202A.cob",63a654ee80489e31af122ef0e5c4e02f05a1cb7f20e79f3b19234daaf8175b96,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_GRP_FOR_ADD_CORR",no,"cobrun: undefined data name: GRP-FOR-ADD-CORR-R,"
259,"COBOL","NC203A","NC203A.cob",c45bd433873af629a1fa279e7a21ec5ab28b722571010249e70c75e01072c83c,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_DIVIDE_REMAINDER_RECEIVER_0009_MUST_NUMERIC",no,"cobrun: unsupported: DIVIDE ... REMAINDER: receiver `NE-0009` must be a numeric (non-edited) item"
260,"COBOL","NC204M","NC204M.cob",8ac722d2f253afb3829b774440cbd7cc7b003a98236f9baee9859b93804e2b27,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_9876543210",no,"cobrun: undefined data name: 9876543210"
261,"DATA*","NC204M","data/NC204M.dat",6e07133476033aaa8e83def7611ce4020cb56d4f4627edb16c7b7840e901a980,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_DATA,"DATA_UNIT",no,""
262,"COBOL","NC205A","NC205A.cob",c44e28b4f2ac9e5f7ca9647cb0ed2b1c4b9917f057db5545ee2b42a99c776ae0,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PIC_BADREPEAT",no,"cobrun: unsupported: PIC S9(: BadRepeat"
263,"COBOL","NC206A","NC206A.cob",b8cde6031228455bde09a5c5f9762cfa639172c331c89efae134a7f8eb131cee,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_SUBSCRIPT_SUB_NOT_INTEGER",no,"cobrun: unsupported: subscript 'CX-SUB OF CX' is not an integer"
264,"COBOL","NC207A","NC207A.cob",d1a9cf70b37509533fd7bca2a9f34a0bda5622f779648f2ba6d92c0a26612c2e,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
265,"COBOL","NC208A","NC208A.cob",b938c775b2ba7ab728148930b9791372c9698fae9848677a2f42783472dc4fc1,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_ALL",no,"cobrun: unsupported: not a numeric literal: ALL"
266,"COBOL","NC209A","NC209A.cob",1e4b8672cb0df6d7186f88582df798783c10787585a325210aeab437dbe14e04,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNSUPPORTED_LEVEL_NUMBER",no,"cobrun: unsupported: unsupported level number OF"
267,"COBOL","NC210A","NC210A.cob",63885e5c40e4136a3b6191622bdfac104ea4992defcf45febb56ec3486cda9df,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
268,"COBOL","NC211A","NC211A.cob",72b1a828b61e16f26b07ebc2675028af17a7c00e154fd99526bc38d86f8e8304,"error","not-applicable",,"reject-unsupported","not-run",2,"","","","","",ORACLE_COMPILE_ERROR,"COBC_CRASHED",no,""
269,"COBOL","NC214M","NC214M.cob",26cc8a0a099a03519d7f60acdb2c373fd083d588cc70527dd899857b78b248d7,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","match",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
270,"COBOL","NC215A","NC215A.cob",26ed73039db1c3c99964e3486feeb6a5ecfe14e0ee4f668f260b7623cb6b878e,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_OPEN_PRINT_FILE_NOT_DECLARED_FILE",no,"cobrun: unsupported: OPEN: `PRINT-FILE` is not a declared file"
271,"COBOL","NC216A","NC216A.cob",dd8516d0fb7ca9d2ead41698b6fe95082a9e3f01eb59d183d09e84fdb95bd576,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_INSPECT_REGION_CLAUSE_NEAR_WORD_WRK",no,"cobrun: unsupported: INSPECT region clause near Word(""WRK-DU-999-2"")"
272,"COBOL","NC217A","NC217A.cob",102e1d2fe9d768a2ce4705fb75a44c50edbf1fadd9f96e2a7b4043a9a22a672b,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
273,"COBOL","NC218A","NC218A.cob",3dd0d6ce44c33bd6e06f791d5edfdcce549f433761aac9d9c420ab503cb3c383,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_OVERFLOW",no,"cobrun: undefined data name: OVERFLOW"
274,"COBOL","NC219A","NC219A.cob",f6db7aecd9e16e21880a734573b12c87db62955ef936a63a410958eeedde931b,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
275,"COBOL","NC220M","NC220M.cob",a427344923ebe3839ec4680520fdb8e98396aa39a6fa9d2dbe3fcaf6c22346dc,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_SUBSCRIPT_INDEX1_NOT_INTEGER",no,"cobrun: unsupported: subscript 'INDEX1 + 1' is not an integer"
276,"COBOL","NC221A","NC221A.cob",e5dc2c9e9b6359a30e79600944e79f170fba102543beea0d0179274d9725e959,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_SUBSCRIPT_INDEX1_NOT_INTEGER",no,"cobrun: unsupported: subscript 'INDEX1 + 1' is not an integer"
277,"COBOL","NC222A","NC222A.cob",60d1c7447c1fcd494efcc130b8048991e6be17c43421a19e0e2dbc5ced4f565c,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_RECORD2_INDEX2",no,"cobrun: undefined data name: RECORD2(INDEX2)"
278,"COBOL","NC223A","NC223A.cob",c44cb9cf6338a227d53ed52887e170689ca43fc045bb14fb908dbb8ae17832ce,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PIC_XXBXX_UNSUPPORTEDSYMBOL",no,"cobrun: unsupported: PIC XXBXX/XX: UnsupportedSymbol('X')"
279,"COBOL","NC224A","NC224A.cob",113ca5356232b831d81ae4862d3715ccc857c4fc2e784abad0cc756397538b92,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PIC_XXBXXBXX_UNSUPPORTEDSYMBOL",no,"cobrun: unsupported: PIC XXBXXBXX: UnsupportedSymbol('X')"
280,"COBOL","NC225A","NC225A.cob",245b01fc27809f836ce9587bc3f9c2d85ce98b73b99092950d568241a32265bd,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PIC_XXBXXBXX_UNSUPPORTEDSYMBOL",no,"cobrun: unsupported: PIC XXBXXBXX: UnsupportedSymbol('X')"
281,"COBOL","NC231A","NC231A.cob",f603ac6419c038bcaa51dbb449f244f49bb76fa25be35d8150197b367f2bb2df,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNSUPPORTED_LEVEL_NUMBER_THE",no,"cobrun: unsupported: unsupported level number THE"
282,"COBOL","NC232A","NC232A.cob",895238217d5f4144eb989b801375b5824584d1b365dd27e3e45fe16661816964,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_TRAILING_TOKENS_CONDITION_NEXT",no,"cobrun: unsupported: trailing tokens in condition at NEXT"
283,"COBOL","NC233A","NC233A.cob",4777d764a4f35a9b1b33e54f23e615b8145395655005587b3d22466e50ba29a1,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_ENTRY",no,"cobrun: undefined data name: ENTRY-1"
284,"COBOL","NC234A","NC234A.cob",270bedadec8fae7548aafcc3f7d834ea7b97a365b02a22f98ac0fab28a739851,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_IDX",no,"cobrun: undefined data name: IDX-2"
285,"COBOL","NC235A","NC235A.cob",a3b4014a65626c4bac905e47f8ad7581732989ed6e0d1eec620517a49c760c4a,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_TRAILING_TOKENS_CONDITION",no,"cobrun: unsupported: trailing tokens in condition at (1)"
286,"COBOL","NC236A","NC236A.cob",4774d9f60abbf207ca3a5ade88a653bf41d9ff3d1e4b683fe95caf11a46a0170,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
287,"COBOL","NC237A","NC237A.cob",654236ebf1c64a20eef65eae555cd2e21e0217fa7e03cd91491834b7b372d7ff,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_IDX",no,"cobrun: undefined data name: IDX-1,"
288,"COBOL","NC238A","NC238A.cob",5ffa5474d37991dbb9c4c737f27bcca38efe8785a4e0bfa43f8e3ac32b7a2ce7,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_IDX",no,"cobrun: undefined data name: IDX-7"
289,"COBOL","NC239A","NC239A.cob",b3293d4fea0f75538366f3e98a7f3585293875b4079bcd49c6e0659aabd81725,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_IDX",no,"cobrun: undefined data name: IDX-2"
290,"COBOL","NC240A","NC240A.cob",502b4f4afceb328bf8e9f59b38538ab122e108c31d0eb3797bb5a5456bcb0256,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
291,"COBOL","NC241A","NC241A.cob",157bf57a5745cca26f55d45f0bf60715a180e1400bb0700d8b4eb61406d5bd56,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_IDX",no,"cobrun: undefined data name: IDX-2"
292,"COBOL","NC242A","NC242A.cob",b64000aed106c04c27b9536cf9a50ca1874c7fc3d7348fea8e37d8a8edc76c77,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_IDX",no,"cobrun: undefined data name: IDX-2"
293,"COBOL","NC243A","NC243A.cob",b52480c5c67f66a65b07ab32cf7352914ef2dc9224dbb73eff22997fe1f85d81,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_IDX",no,"cobrun: undefined data name: IDX-2"
294,"COBOL","NC244A","NC244A.cob",1ea453fc8095599df622d1de5f558d9340618fc90a85415e9e5405c734a60b29,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_IDX",no,"cobrun: undefined data name: IDX-6"
295,"COBOL","NC245A","NC245A.cob",64cb17cf58194566ad38d55bd8c79638215875907b029519f7d1e17fda45f305,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_S22",no,"cobrun: unsupported: not a numeric literal: S22,"
296,"COBOL","NC246A","NC246A.cob",c9f1d13fdbfb01d15d1987789aa5199b0dca9316861460be07b1cf348d4863a9,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_MULTI_DIMENSION_LEAF_NEEDS_SUBSCRIPT_GOT",no,"cobrun: unsupported: multi-dimension leaf needs 3 subscript(s), got 1"
297,"COBOL","NC247A","NC247A.cob",5d36f47cf266518891d7f3aeb29c51f3af25b0ed40fdd4fd3c32ef432c91f2b4,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_TRAILING_TOKENS_CONDITION",no,"cobrun: unsupported: trailing tokens in condition at 7"
298,"COBOL","NC248A","NC248A.cob",a8d5ba98d6317da8ef63d5f43b2c55c57f8f33e283bd88d663e0c4b919e98174,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_SET_TABLE2_REC_INDEX2_NOT_INTEGER",no,"cobrun: unsupported: SET ... BY TABLE2-REC(INDEX2): not an integer"
299,"COBOL","NC250A","NC250A.cob",a57b4932c49966ce51514aa59e3a8ba17ba71f663073a38a36eeed22f38911db,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_ALL",no,"cobrun: unsupported: not a numeric literal: ALL"
300,"COBOL","NC251A","NC251A.cob",d31dd9f0ba0e2cb86160e050827dba3b9f4099a38c94bf2c8e11183d3d220cfd,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_REM_25ANS",no,"cobrun: undefined data name: WS-REM(25ANS)"
301,"COBOL","NC252A","NC252A.cob",2be35d761d5b919e64b5dff9edc31132cac76cd0887b7afb41143c843f15baa8,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNSUPPORTED_LEVEL_NUMBER",no,"cobrun: unsupported: unsupported level number OF"
302,"COBOL","NC253A","NC253A.cob",f079bb936afaaff1398f53cb38c9902b802e0dc486f16202088f6f254916a1be,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
303,"COBOL","NC254A","NC254A.cob",54e2db284c3a543b999d2f1a4e2c8ca2f536afbb1887dd2d5a1fee9da8e9e6f7,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PIC_ABABX0A_UNSUPPORTEDSYMBOL",no,"cobrun: unsupported: PIC ABABX0A: UnsupportedSymbol('A')"
304,"COBOL","NC302M","NC302M.cob",e772b5877e5ec4a6b391c856a134ebce5e37c99b48ae283b2d29aa40f3590e49,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","not_comparable",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
305,"COBOL","NC303M","NC303M.cob",be0e8934edfa7dc3780846b6f4a1b203be5a9608e508429d39fe963290cca34a,"pass","pass",0,"accepted","pass",0,"match","match","match","match","not_comparable",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
306,"COBOL","NC401M","NC401M.cob",3533a83cb807a335034f1d91559e1477a232e35c4c669e354de0efddd6738b79,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file TFIL ('XXXXX001')"
