unit_index,kind,name,source_path,source_sha256,oracle_compile,oracle_run,oracle_exit,candidate_prepare,candidate_run,candidate_exit,raw_stdout,canonical_stdout,generated_files,exit_status,verdict_counts,final_classification,reason_code,nondeterministic,first_failure_line
76,"COBOL","IF103A","IF103A.cob",56dfe4f4a56e976eddfb2359d8942829714be2d11589bf39710e116416775de7,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CONDITION_UNRECOGNIZED_RELATIONAL_OPERATOR_EXPECTED_GREATER",no,"cobrun: unsupported: condition: unrecognized relational operator (expected = > < >= <= <> GREATER LESS EQUAL)"
77,"COBOL","IF104A","IF104A.cob",1ac9b0d8b05278adb867139d249650076d4d6fd1291d7f18126a76c9bc23cff5,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CONDITION_UNRECOGNIZED_RELATIONAL_OPERATOR_EXPECTED_GREATER",no,"cobrun: unsupported: condition: unrecognized relational operator (expected = > < >= <= <> GREATER LESS EQUAL)"
78,"COBOL","IF105A","IF105A.cob",73350eb45183c4f009be51af3a37b80076eb0f583458f998af6d746d59811c0c,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FUNCTION",no,"cobrun: unsupported: not a numeric literal: FUNCTION"
79,"COBOL","IF106A","IF106A.cob",e5386d0e1f08f8abf9c0f851d049a18bffa294fcc46588d2a09e9fa5bc05b952,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL",no,"cobrun: unsupported: not a numeric literal: /"
80,"COBOL","IF107A","IF107A.cob",bcd1dbc514c2ec1f0c4cd09dcd6ced6fbd50190e35ac99fcf4949cae68a8bfb3,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
81,"COBOL","IF108A","IF108A.cob",55e5ef0cac3a9eb592b850298893a90cfb0958614766a6a6ba0d3084cd316864,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
82,"COBOL","IF109A","IF109A.cob",ce894baefdcb7f645bb74cdf4f5a167d97149bb3eeb0f5807d1b3b4a359ce863,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
83,"COBOL","IF110A","IF110A.cob",d38bd17b21077d1c757a23e7199f87c4f39da8111671223efdea37bb18a4e330,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FUNCTION",no,"cobrun: unsupported: not a numeric literal: FUNCTION"
84,"COBOL","IF111A","IF111A.cob",1ce4fbc771b7fec7d6c39a13ed2b608daad8f59f3fcb0a9094421d3f25bb9d1b,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL",no,"cobrun: unsupported: not a numeric literal: (6 / 3)"
85,"COBOL","IF112A","IF112A.cob",acd79e0added2fd870851a0f11efc4b5d1ad77802e6649e6923246d765e56ba7,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
86,"COBOL","IF113A","IF113A.cob",34f68935873d04694c60a8b2f28834d517148ea360e00e4d71500b6871597c52,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
87,"COBOL","IF114A","IF114A.cob",b8095f3a52526aa4c207ae9b4f7057a1072f5a264103823630207e96086d9253,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL",no,"cobrun: unsupported: not a numeric literal: (6 / 3)"
88,"COBOL","IF115A","IF115A.cob",e0658f2c537309785baa34585c01880075a5a26cc31d1c6e8517cc5618b3b061,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
89,"COBOL","IF116A","IF116A.cob",bbe8974a05ffad0d28866f319e099bccba108efabaaaa19203dd6258fdf6aee6,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL",no,"cobrun: unsupported: not a numeric literal: +"
90,"COBOL","IF117A","IF117A.cob",d8a37c9128db80e4ba1193301e308b5b53cd82608411eb0a46bc6832d88bc9d7,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CONDITION_UNRECOGNIZED_RELATIONAL_OPERATOR_EXPECTED_GREATER",no,"cobrun: unsupported: condition: unrecognized relational operator (expected = > < >= <= <> GREATER LESS EQUAL)"
91,"COBOL","IF118A","IF118A.cob",73606032212ae704f32c642c9053a9e8f00a71fc6adfd258c9aa7c798b4c521f,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FUNCTION",no,"cobrun: unsupported: not a numeric literal: FUNCTION"
92,"COBOL","IF119A","IF119A.cob",d9eee0a6d410b3e620f5cd5c5fbba8526758a53b3f68de9634ac439e4de115d3,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IF119A_COB_599_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_IF119A_COB_599_ERROR"
93,"COBOL","IF120A","IF120A.cob",f119e2e95fad2343d4e506fce759daf41e6bab29d2b1941b4027b938f59a7288,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IF120A_COB_490_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_IF120A_COB_490_ERROR"
94,"COBOL","IF121A","IF121A.cob",eb3538d9864dc3d2f118b5d088c674b616d9d077651c4ef4dba7107ad61c9d78,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IF121A_COB_487_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_IF121A_COB_487_ERROR"
95,"COBOL","IF122A","IF122A.cob",90018db95ebcdfd0baa6089b996d9efb4196091a91eb545196a167d9c35ed58a,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IF122A_COB_509_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_IF122A_COB_509_ERROR"
96,"COBOL","IF123A","IF123A.cob",5fae055e28eea791767dd5746ad8e9655830fa8ab6610feba8a7ae7913c3bd60,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IF123A_COB_602_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_IF123A_COB_602_ERROR"
97,"COBOL","IF124A","IF124A.cob",49ac4b72d46e39baf71d843f7738f474c061289872aa9deade35f96b6eafea28,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FUNCTION",no,"cobrun: unsupported: not a numeric literal: FUNCTION"
98,"COBOL","IF125A","IF125A.cob",d790c1bd1f0aa581bde11c132abcf83508a581f42d11fafa2c113c7f14877d7e,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CONDITION_UNRECOGNIZED_RELATIONAL_OPERATOR_EXPECTED_GREATER",no,"cobrun: unsupported: condition: unrecognized relational operator (expected = > < >= <= <> GREATER LESS EQUAL)"
99,"COBOL","IF126A","IF126A.cob",b35fa8aefa078057b9438ae0ce5171df1af236338ebf8ff14c96dcb99fdb95e0,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
100,"COBOL","IF127A","IF127A.cob",6a46a70c0cea677375e07de6fec839007afe14023cfa98a356b640b4b5e53845,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
101,"COBOL","IF128A","IF128A.cob",061756600c12c30b3663390e131cd2a456306fb440ebb3e6364141ca251fedf6,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IF128A_COB_536_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_IF128A_COB_536_ERROR"
102,"COBOL","IF129A","IF129A.cob",b941086d7222e385f91c703ff84578e300aa45de8b7ff2043f4f88ed94c44d1c,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IF129A_COB_539_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_IF129A_COB_539_ERROR"
103,"COBOL","IF130A","IF130A.cob",42a96ea34b5940c8a81108ecffa33d6135c43ead41a5157e3421fbedd0525f55,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CONDITION_UNRECOGNIZED_RELATIONAL_OPERATOR_EXPECTED_GREATER",no,"cobrun: unsupported: condition: unrecognized relational operator (expected = > < >= <= <> GREATER LESS EQUAL)"
104,"COBOL","IF131A","IF131A.cob",624dc7deb86ce879d82b024b40a4f2cca5246d486ad2550065573abbdf79ae8f,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_FUNCTION_RANDOM_COBC_DOES_NOT_IMPLEMENT",no,"cobrun: unsupported: FUNCTION RANDOM: cobc 3.2 does not implement it (a compile-reject) or it is a live-clock/locale/GMP-PRNG non-claim"
105,"COBOL","IF132A","IF132A.cob",321ab44f39ae44f7f0dde043e98240549fa0dcde7a997c96b866cb562ad41a16,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IF132A_COB_485_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_IF132A_COB_485_ERROR"
106,"COBOL","IF133A","IF133A.cob",daa00060f5b49e8bccb50caae12732f839983361ea287a03fe8f1b162dcbe27a,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CONDITION_UNRECOGNIZED_RELATIONAL_OPERATOR_EXPECTED_GREATER",no,"cobrun: unsupported: condition: unrecognized relational operator (expected = > < >= <= <> GREATER LESS EQUAL)"
107,"COBOL","IF134A","IF134A.cob",28f05ffdc4fc387c6b86a78e3651cc4bdca07a226284191751708e93aaad86dc,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FUNCTION",no,"cobrun: unsupported: not a numeric literal: FUNCTION"
108,"COBOL","IF135A","IF135A.cob",683e37472b189e4fe63739d7d167e63ea04151cd2086d5808079e2107e01e2ce,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CONDITION_UNRECOGNIZED_RELATIONAL_OPERATOR_EXPECTED_GREATER",no,"cobrun: unsupported: condition: unrecognized relational operator (expected = > < >= <= <> GREATER LESS EQUAL)"
109,"COBOL","IF136A","IF136A.cob",43b606f673bea08c80154ce6b2909bc024033187b0f5f0d0aedda52bca304782,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CONDITION_UNRECOGNIZED_RELATIONAL_OPERATOR_EXPECTED_GREATER",no,"cobrun: unsupported: condition: unrecognized relational operator (expected = > < >= <= <> GREATER LESS EQUAL)"
110,"COBOL","IF137A","IF137A.cob",bf412fea57a37b671fab5873df44ad8246d456fa7e96d71388c25aeccc25ca41,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IF137A_COB_518_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_IF137A_COB_518_ERROR"
111,"COBOL","IF138A","IF138A.cob",06e1b49d62bde5a1e77fd9bd4f7d40d95d5fb6dabcb021e5af8f81cfbf01b879,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IF138A_COB_485_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_IF138A_COB_485_ERROR"
112,"COBOL","IF139A","IF139A.cob",829dff470efc20d0dbb74a6cea4f53ac386f4ea5e517d2b9d8e2ab29111aff5c,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CONDITION_UNRECOGNIZED_RELATIONAL_OPERATOR_EXPECTED_GREATER",no,"cobrun: unsupported: condition: unrecognized relational operator (expected = > < >= <= <> GREATER LESS EQUAL)"
113,"COBOL","IF140A","IF140A.cob",596d1da80bec4c0b2fb94954d93a80050a513f87f65d2262803482fe0b2484fd,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FUNCTION",no,"cobrun: unsupported: not a numeric literal: FUNCTION"
114,"COBOL","IF141A","IF141A.cob",44727e7cf9146744d010bd3438c98bfb41ad6231cce8ee33fe64ab40530b53f5,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IF141A_COB_512_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_IF141A_COB_512_ERROR"
115,"COBOL","IF142A","IF142A.cob",ea0312d8089f5e700342849552aba3ebeb5f3c1496c8bdd4d2adc668e92ea235,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
116,"COBOL","IF401M","IF401M.cob",64c2151c9d660dfdf5bfcdd7509ef195b669acc58a18d6f81cf94df308b63f34,"pass","pass",0,"accepted","pass",0,"match","match","match","match","not_comparable",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
117,"COBOL","IF402M","IF402M.cob",f0e9bd79746eb46b3dbb663c9fdbbe864c9d2b67bf7ecf660576991b3374fe59,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IF402M_COB_ERROR_SYNTAX",no,"WORK_RUN_MATERIALIZED_ADAPTED_IF402M_COB_ERROR_SYNTAX"
118,"COBOL","IF403M","IF403M.cob",18f28996964c04607fecd9205e427d03d0186d4775f1f2d26000da7198cb41d0,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_FUNCTION_RANDOM_COBC_DOES_NOT_IMPLEMENT",no,"cobrun: unsupported: FUNCTION RANDOM: cobc 3.2 does not implement it (a compile-reject) or it is a live-clock/locale/GMP-PRNG non-claim"
119,"COBOL","IX101A","IX101A.cob",ce9f737a82eaaae18e3beb0fad942a4bf87a9d3acd5baab1f8f6616c378a9101,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000500')"
120,"COBOL","IX102A","IX102A.cob",48beb833f5b85a26e14592c3d03bc17b2758853dbd811b53008dbfbdeb64bc82,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
121,"COBOL","IX103A","IX103A.cob",f72f2619a0938185eb838441c26ac82b0fa1bbda393a26e175028e73a1900322,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
122,"COBOL","IX104A","IX104A.cob",d2ce6a3ba5d8b3968ff3eb9321ad3a6514a6f7cde0512633ea1508db9539e7a8,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('01')"
123,"COBOL","IX105A","IX105A.cob",eb4f812f0ac698e19903f68f978459722e9d15c8576c293266289a582ef80d24,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","mismatch","match","mismatch",GENERATED_FILE_MISMATCH,"GENERATED_FILES_DIFFER",no,""
124,"COBOL","IX106A","IX106A.cob",414b42931856f2bde5474134cca5083f919ad62a1d81e9fa3af9a3f131b53355,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('FILE=R-I-S ,RECORD=R1-F-G' => FILE=R-I-S ,RECORD=R1-F-G/0,RECNO=000000,UPDT=00,ODO=0000,PGM=IX106,LRECL=000241,BLKSIZRC=0001,LFIL=000225,ORG=RL,LBLR=S,RECKEY=UUUUUUUUUU150                ,ALTKEY1=YYYYYYYYYY075ALTKEY1         ,ALTKEY2=DDDDDDDDDD150ALTKEY2)"
125,"COBOL","IX107A","IX107A.cob",06bc6c39366fce2725f600ae8de50eadee9a6ff71b92dc4e6ac130013fa2159a,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000649')"
126,"COBOL","IX108A","IX108A.cob",01ee23ab38427e2e3f94571f4f3e389e9c4b8e0cbf599dea98092767b6df64cb,"pass","fail",1,"accepted","pass",0,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000100')"
127,"COBOL","IX109A","IX109A.cob",29aceb32c3b5583d69204104717361305d7b991cc7cc3f90e9239b02fa2d9c31,"reject","not-applicable",,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_IX110A_COB_121_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_IX110A_COB_121_ERROR"
128,"COBOL","IX110A","IX110A.cob",59bd2d3eb31ea10faf1d5825b890bd3c7b93725bb469314d1c7cdc2a56f3d1aa,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
129,"COBOL","IX111A","IX111A.cob",31d7161a5023dfee6864b13ccd8b2bee8f6556f644e4dfb773fe2acb61e4ffe5,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
130,"COBOL","IX112A","IX112A.cob",81515583f350ac5f7e7af5c2dcb71eba382d0c870efe3b5ab17d6302cdcf9dd7,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000049')"
131,"COBOL","IX113A","IX113A.cob",163094c1b2139ece3df04a178f770c8ced52762305fab569121410789d7848ed,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000050')"
132,"COBOL","IX114A","IX114A.cob",67f8bef830be57471b85998dc42d0c92afee2ae3078a6cb92a1e07ac0ed956c8,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
133,"COBOL","IX115A","IX115A.cob",6dfec9c3bdcbfa61c40b55e3a46850e89ef3c962ddcc01d50f11952663ebc9c7,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
134,"COBOL","IX116A","IX116A.cob",5dde761aa3e9d29ce61277c26a1b0736b4c9307a180ee2dda9f66f216f6e0636,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
135,"COBOL","IX117A","IX117A.cob",40358b23cc3b0f17a442b1793a171dbde7a605f37c417ad93cf96eea5e8ae6ea,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
136,"COBOL","IX118A","IX118A.cob",c5e06e7ea4307b99d3103f5a4224eb207e294b75a22f965bcd0e4ae7bcc4b8c2,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
137,"COBOL","IX119A","IX119A.cob",3b638c09e3d3842d541930438f904f55674186403ef027fcec79bf956baf7613,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
138,"COBOL","IX120A","IX120A.cob",7cfbf1af9c320ef75e24548d317a5f65183d8ff5bdb492306cadb15f6edb4288,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
139,"COBOL","IX121A","IX121A.cob",e387314d69b871c9b1b149a65bf39380a2c171177285be88b13eab0c9cbf3897,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000050')"
140,"COBOL","IX201A","IX201A.cob",798e5b3e1fa413b3ffa4ddc350f21424d1ed8fd9cf286c50fd281b9bbb115824,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000500')"
141,"COBOL","IX202A","IX202A.cob",0c71ea4984b14953539d42ebc42d2094214a6712454bf9b5698f08f8e12aecd5,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
142,"COBOL","IX203A","IX203A.cob",cf672c3ed3158ad7decb0d2a837879774edd78d9637a6cc444ebb20de2dd1be6,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
143,"COBOL","IX204A","IX204A.cob",0eeb0e18801010f0d7d3e4d2e7d3a2d6db236f7b7fa51ccc8993c8a82a5f3cb6,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('01')"
144,"COBOL","IX205A","IX205A.cob",2768cc4610149170c4d7b50e80df4ee90b4fed3fb30f1b212caa9a4c9a265d51,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000175')"
145,"COBOL","IX206A","IX206A.cob",f20c8a136360e7220d1515f4cb03ea3414b1c145114d4accbe523b253c368eab,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000175')"
146,"COBOL","IX207A","IX207A.cob",ad78e0874602c897144b06c4c61a3803db80e3bab2ae8152332835ab84a13d65,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000300')"
