test_id,number,title,group,pattern,failing_command,classification,reason
1168,1168,run_extensions.at:3389: 1168. System routine C$MAKEDIR,run_extensions.at:3389,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1169,1169,run_extensions.at:3410: 1169. System routine C$GETPID,run_extensions.at:3410,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1170,1170,run_extensions.at:3435: 1170. System routine C$TOUPPER,run_extensions.at:3435,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1171,1171,run_extensions.at:3460: 1171. System routine C$TOLOWER,run_extensions.at:3460,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1172,1172,run_extensions.at:3485: 1172. System routine CBL_OR,run_extensions.at:3485,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1173,1173,run_extensions.at:3512: 1173. System routine CBL_NOR,run_extensions.at:3512,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1174,1174,run_extensions.at:3539: 1174. System routine CBL_AND,run_extensions.at:3539,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1175,1175,run_extensions.at:3566: 1175. System routine CBL_XOR,run_extensions.at:3566,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1176,1176,run_extensions.at:3593: 1176. System routine CBL_IMP,run_extensions.at:3593,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1177,1177,run_extensions.at:3620: 1177. System routine CBL_NIMP,run_extensions.at:3620,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1178,1178,run_extensions.at:3647: 1178. System routine CBL_NOT,run_extensions.at:3647,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1179,1179,run_extensions.at:3673: 1179. System routine CBL_EQ,run_extensions.at:3673,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1180,1180,run_extensions.at:3700: 1180. System routine CBL_GC_GETOPT,run_extensions.at:3700,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog --version --verbose -jkl,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog --version --verbose -jkl
1181,1181,run_extensions.at:4137: 1181. System routine CBL_GC_FORK,run_extensions.at:4137,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1182,1182,run_extensions.at:4205: 1182. System routine CBL_GC_WAITPID,run_extensions.at:4205,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,ORACLE_SKIP,oracle skipped this test (skipped (run_extensions.at:4249))
1184,1184,"run_extensions.at:4387: 1184. System routine SYSTEM, parameter handling",run_extensions.at:4387,COBCRUN_DIRECT ./prog (launcher run),"PATH=.:$PATH $COBCRUN_DIRECT prog ""start""",CANDIDATE_MODULE_MODEL_UNSUPPORTED,"module build/run not supported by the candidate model: PATH=.:$PATH $COBCRUN_DIRECT prog ""start"""
1185,1185,run_extensions.at:4498: 1185. System routine CBL_EXIT_PROC,run_extensions.at:4498,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1186,1186,run_extensions.at:4608: 1186. System routine CBL_ERROR_PROC (1),run_extensions.at:4608,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1187,1187,run_extensions.at:4707: 1187. System routine CBL_ERROR_PROC (2),run_extensions.at:4707,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1193,1193,run_extensions.at:4952: 1193. Conditional / define directives (3),run_extensions.at:4952,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1194,1194,run_extensions.at:4980: 1194. Conditional / define directives (4),run_extensions.at:4980,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1196,1196,run_extensions.at:5035: 1196. Variable format,run_extensions.at:5035,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1197,1197,run_extensions.at:5074: 1197. COBOLX format,run_extensions.at:5074,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1200,1200,run_extensions.at:5246: 1200. MF FREE format (X/Open),run_extensions.at:5246,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog-free,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog-free
1202,1202,run_extensions.at:5327: 1202. Binary COMP-1 (2),run_extensions.at:5327,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1203,1203,run_extensions.at:5363: 1203. EXHIBIT statement,run_extensions.at:5363,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1206,1206,run_extensions.at:5571: 1206. GCOS floating-point usages,run_extensions.at:5571,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1207,1207,run_extensions.at:5610: 1207. PICTURE L (basic),run_extensions.at:5610,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1208,1208,run_extensions.at:5740: 1208. PICTURE L (under/over shoot),run_extensions.at:5740,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./under,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./under
1209,1209,run_extensions.at:5795: 1209. PICTURE L (MOVE CORRESPONDING),run_extensions.at:5795,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./corr,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./corr
1210,1210,run_extensions.at:5873: 1210. PICTURE L (OCCURS ... PIC L),run_extensions.at:5873,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./nested,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./nested
1211,1211,run_extensions.at:5942: 1211. PICTURE L (REDEFINES),run_extensions.at:5942,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./redefines,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./redefines
1212,1212,run_extensions.at:6030: 1212. INSPECT TRAILING,run_extensions.at:6030,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1213,1213,run_extensions.at:6100: 1213. INSPECT REPLACING TRAILING ZEROS BY SPACES,run_extensions.at:6100,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1214,1214,run_extensions.at:6122: 1214. INSPECT REPLACING complex,run_extensions.at:6122,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1219,1219,run_ml.at:127: 1219. XML GENERATE SUPPRESS,run_ml.at:127,other,,CANDIDATE_UNSUPPORTED,candidate failed at an unclassified boundary: 
1220,1220,run_ml.at:204: 1220. XML GENERATE exceptions,run_ml.at:204,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1221,1221,run_ml.at:316: 1221. XML GENERATE record selection,run_ml.at:316,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1222,1222,run_ml.at:360: 1222. XML GENERATE trimming,run_ml.at:360,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1223,1223,run_ml.at:457: 1223. XML DPC-IN-DATA directive,run_ml.at:457,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1225,1225,run_ml.at:532: 1225. JSON GENERATE general,run_ml.at:532,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1226,1226,run_ml.at:589: 1226. JSON GENERATE SUPPRESS,run_ml.at:589,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1227,1227,run_ml.at:628: 1227. JSON GENERATE exceptions,run_ml.at:628,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1228,1228,run_ml.at:693: 1228. JSON GENERATE record selection,run_ml.at:693,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1229,1229,run_ml.at:737: 1229. JSON GENERATE trimming,run_ml.at:737,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1230,1230,run_ml.at:837: 1230. JSON DPC-IN-DATA directive,run_ml.at:837,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1239,1239,data_binary.at:1185: 1239. BINARY: 64bit unsigned compare,data_binary.at:1185,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1244,1244,data_binary.at:1409: 1244. MOVE DISPLAY to BINARY,data_binary.at:1409,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1245,1245,data_binary.at:1595: 1245. MOVE PACKED-DECIMAL to BINARY,data_binary.at:1595,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1246,1246,data_binary.at:1781: 1246. MOVE BINARY to PACKED-DECIMAL,data_binary.at:1781,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1247,1247,data_binary.at:1961: 1247. MOVE BINARY to BINARY,data_binary.at:1961,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1248,1248,data_binary.at:2143: 1248. PPP COMP-5,data_binary.at:2143,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1253,1253,data_display.at:172: 1253. DISPLAY: unsigned,data_display.at:172,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1254,1254,data_display.at:226: 1254. MOVE DISPLAY to DISPLAY,data_display.at:226,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1255,1255,data_display.at:408: 1255. PPP DISPLAY,data_display.at:408,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1257,1257,data_display.at:533: 1257. DISPLAY: ADD and SUBTRACT w/o SIZE ERROR,data_display.at:533,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1258,1258,"data_display.at:16940: 1258. DISPLAY: ADD and SUBTRACT, all ROUNDED MODEs",data_display.at:16940,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1261,1261,data_packed.at:221: 1261. PACKED-DECIMAL used with MOVE,data_packed.at:221,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1262,1262,data_packed.at:459: 1262. MOVE PACKED-DECIMAL to PACKED-DECIMAL,data_packed.at:459,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1263,1263,data_packed.at:639: 1263. MOVE PACKED-DECIMAL to DISPLAY,data_packed.at:639,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1264,1264,data_packed.at:825: 1264. MOVE DISPLAY to PACKED-DECIMAL,data_packed.at:825,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1266,1266,data_packed.at:1063: 1266. PACKED-DECIMAL arithmetic,data_packed.at:1063,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1267,1267,data_packed.at:1187: 1267. PACKED-DECIMAL comparison,data_packed.at:1187,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1268,1268,data_packed.at:1269: 1268. PACKED-DECIMAL numeric test (1),data_packed.at:1269,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1269,1269,data_packed.at:1333: 1269. PACKED-DECIMAL numeric test (2),data_packed.at:1333,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1271,1271,data_packed.at:1432: 1271. COMP-6 used with MOVE,data_packed.at:1432,other,$COMPILE -fno-fast-compare -C -o progalt.c prog.cob,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fno-fast-compare -C -o progalt.c prog.cob
1272,1272,data_packed.at:1474: 1272. COMP-6 arithmetic,data_packed.at:1474,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1273,1273,data_packed.at:1563: 1273. COMP-6 numeric,data_packed.at:1563,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1274,1274,data_packed.at:1609: 1274. COMP-6 comparison,data_packed.at:1609,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1275,1275,data_packed.at:1671: 1275. COMP-3 vs. COMP-6 - BCD comparison,data_packed.at:1671,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1276,1276,data_packed.at:1971: 1276. PPP COMP-3,data_packed.at:1971,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1277,1277,data_packed.at:2083: 1277. PPP COMP-6,data_packed.at:2083,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1278,1278,data_packed.at:2174: 1278. arithmetic truncation with USAGE PACKED-DECIMAL,data_packed.at:2174,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1279,1279,data_packed.at:2236: 1279. MOVE between several BCD fields,data_packed.at:2236,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1280,1280,data_packed.at:12326: 1280. BCD ADD and SUBTRACT w/o SIZE ERROR,data_packed.at:12326,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1281,1281,"data_packed.at:28746: 1281. BCD ADD and SUBTRACT, all ROUNDED MODEs",data_packed.at:28746,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1282,1282,data_pointer.at:21: 1282. POINTER: display,data_pointer.at:21,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
